                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                 M_center                                 R_center                                 L_center                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                      50                                      771                  1.0000000000000000E+000                  2.0000000000000000E-002                  2.3657905676155576E-007                  1.1421600589861461E-012                  2.7848799999878681E+033                  1.1200000000000000E+006                  1.5999999999999999E+034                  2.0031293793366640E+006                  3.7511988444607027E+000                  1.6103707664649832E-005                  1.0922077964811558E+001                  2.9131508488772093E-002                  2.0689836519020803E-011                  1.1822814926773801E-002                  1.9341720897632836E-004                  1.1144573773858738E-004                  2.4412428901669271E-004                  6.9387323028097525E-001                  1.4000000000002659E+000                  3.0000000000000000E-009                  1.8558742680434019E-013                  1.3340644945186026E-022                  7.5059995709842657E-014                  1.1500697375807222E-015                  7.9535406145210829E-016                  1.5634175890248241E-015                  4.4162973323944932E-012                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4000000000002659E+000                  1.6103675643269869E-005                  1.4000000000002659E+000                  1.6103626675288239E-005                  5.4683760278007715E-004                  7.6162229084972595E+011                  3.7321401985064301E+009                  6.0648361746001551E+006                  6.0648360374835273E+006                  2.8554094371815698E-002                  4.1588219655948889E+005                  5.0000000000000000E+001                  1.0000000000000000E+003                  7.4659973563544266E+000 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.4000000000002659E+000                 -4.7930741219235369E+000                  6.3019261916285290E+000                 -1.3746227833116671E+000                  1.2595078629996575E+001                  2.9476480235636943E-002                  1.1452233850410580E-002                  9.5907128591395252E-001 
                                       2                  1.4000000000002659E+000                 -4.7930741285043243E+000                  6.3024929425507903E+000                 -1.3560086517126464E+000                  1.2613701614628372E+001                  2.9476480232020420E-002                  1.1452233854351910E-002                  9.5907128591362767E-001 
                                       3                  1.4000000000002659E+000                 -4.7930741384860056E+000                  6.3031590553580052E+000                 -1.3358018961744673E+000                  1.2633973699301933E+001                  2.9476480222423850E-002                  1.1452233864810361E-002                  9.5907128591276580E-001 
                                       4                  1.4000000000002659E+000                 -4.7930741466559548E+000                  6.3037972633308623E+000                 -1.3177834725295783E+000                  1.2652098798100125E+001                  2.9476480209843735E-002                  1.1452233878520316E-002                  9.5907128591163593E-001 
                                       5                  1.4000000000002659E+000                 -4.7930741546842954E+000                  6.3043815754034052E+000                 -1.3023282762965587E+000                  1.2667686052150184E+001                  2.9476480195828974E-002                  1.1452233893793771E-002                  9.5907128591037727E-001 
                                       6                  1.4000000000002659E+000                 -4.7930741606251592E+000                  6.3051550339154447E+000                 -1.2830511707209986E+000                  1.2687176941015268E+001                  2.9476480175220220E-002                  1.1452233916253428E-002                  9.5907128590852631E-001 
                                       7                  1.4000000000002659E+000                 -4.7930741719910248E+000                  6.3063138392162479E+000                 -1.2566156442784815E+000                  1.2714014446540492E+001                  2.9476480139664512E-002                  1.1452233955002451E-002                  9.5907128590533308E-001 
                                       8                  1.4000000000002659E+000                 -4.7930741845968825E+000                  6.3072460362714633E+000                 -1.2371939091310529E+000                  1.2733821781492084E+001                  2.9476480108109573E-002                  1.1452233989391387E-002                  9.5907128590249902E-001 
                                       9                  1.4000000000002659E+000                 -4.7930741898931091E+000                  6.3078221283156157E+000                 -1.2257899242856098E+000                  1.2745484332118840E+001                  2.9476480088019327E-002                  1.1452234011285978E-002                  9.5907128590069468E-001 
                                      10                  1.4000000000002659E+000                 -4.7930741950520739E+000                  6.3086961643474142E+000                 -1.2092825411656434E+000                  1.2762411164217884E+001                  2.9476480056802260E-002                  1.1452234045306698E-002                  9.5907128589789103E-001 
                                      11                  1.4000000000002659E+000                 -4.7930742049851842E+000                  6.3100407761500579E+000                 -1.1856824185193449E+000                  1.2786718613454900E+001                  2.9476480007134834E-002                  1.1452234099434837E-002                  9.5907128589343027E-001 
                                      12                  1.4000000000002659E+000                 -4.7930742168287912E+000                  6.3111227435192259E+000                 -1.1681109934386580E+000                  1.2804908846174307E+001                  2.9476479966192522E-002                  1.1452234144054245E-002                  9.5907128588975321E-001 
                                      13                  1.4000000000002659E+000                 -4.7930742214923452E+000                  6.3117569097693513E+000                 -1.1582502518336364E+000                  1.2815147780567656E+001                  2.9476479942030908E-002                  1.1452234170385855E-002                  9.5907128588758328E-001 
                                      14                  1.4000000000002659E+000                 -4.7930742260512078E+000                  6.3127150516666246E+000                 -1.1439224629964686E+000                  1.2830067322780273E+001                  2.9476479905337763E-002                  1.1452234210374468E-002                  9.5907128588428781E-001 
                                      15                  1.4000000000002659E+000                 -4.7930742348730355E+000                  6.3140103587112977E+000                 -1.1256339122474217E+000                  1.2849194770426079E+001                  2.9476479855470489E-002                  1.1452234264720404E-002                  9.5907128587980917E-001 
                                      16                  1.4000000000002659E+000                 -4.7930742433310822E+000                  6.3153205389855200E+000                 -1.1082008016751848E+000                  1.2867515214723250E+001                  2.9476479804943886E-002                  1.1452234319784888E-002                  9.5907128587527124E-001 
                                      17                  1.4000000000002659E+000                 -4.7930742514563383E+000                  6.3166432202774319E+000                 -1.0915528990357946E+000                  1.2885094004187721E+001                  2.9476479753980222E-002                  1.1452234375325681E-002                  9.5907128587069412E-001 
                                      18                  1.4000000000002659E+000                 -4.7930742592760209E+000                  6.3179761975707915E+000                 -1.0756279849486723E+000                  1.2901988857680797E+001                  2.9476479702755156E-002                  1.1452234431151355E-002                  9.5907128586609347E-001 
                                      19                  1.4000000000002659E+000                 -4.7930742668141617E+000                  6.3193174276806117E+000                 -1.0603706755401401E+000                  1.2918251007767241E+001                  2.9476479651407893E-002                  1.1452234487110196E-002                  9.5907128586148194E-001 
                                      20                  1.4000000000002659E+000                 -4.7930742740920760E+000                  6.3210340587952949E+000                 -1.0418135856842488E+000                  1.2938131290514113E+001                  2.9476479585950816E-002                  1.1452234558446080E-002                  9.5907128585560308E-001 
                                      21                  1.4000000000002659E+000                 -4.7930742848935335E+000                  6.3227836140777161E+000                 -1.0239420121210951E+000                  1.2957391509567787E+001                  2.9476479519804609E-002                  1.1452234630532986E-002                  9.5907128584966239E-001 
                                      22                  1.4000000000002659E+000                 -4.7930742918154818E+000                  6.3241864829710872E+000                 -1.0102503097796003E+000                  1.2972221663672158E+001                  2.9476479467028360E-002                  1.1452234688049158E-002                  9.5907128584492252E-001 
                                      23                  1.4000000000002659E+000                 -4.7930742985226109E+000                  6.3262900931630766E+000                 -9.9065767388986004E-001                  1.2993558540609946E+001                  2.9476479388226683E-002                  1.1452234773928137E-002                  9.5907128583784518E-001 
                                      24                  1.4000000000002659E+000                 -4.7930743113451504E+000                  6.3283934768818861E+000                 -9.7210551514767229E-001                  1.3013896046830075E+001                  2.9476479310332145E-002                  1.1452234858818515E-002                  9.5907128583084933E-001 
                                      25                  1.4000000000002659E+000                 -4.7930743174883110E+000                  6.3297917253943705E+000                 -9.6026439937141261E-001                  1.3026943842818195E+001                  2.9476479258747926E-002                  1.1452234915035601E-002                  9.5907128582621648E-001 
                                      26                  1.4000000000002659E+000                 -4.7930743234662412E+000                  6.3311859415984166E+000                 -9.4881491954468700E-001                  1.3039611042558933E+001                  2.9476479207525302E-002                  1.1452234970858609E-002                  9.5907128582161605E-001 
                                      27                  1.4000000000002659E+000                 -4.7930743292886318E+000                  6.3332680116926534E+000                 -9.3232437768325838E-001                  1.3057944927484794E+001                  2.9476479131251052E-002                  1.1452235053983175E-002                  9.5907128581476575E-001 
                                      28                  1.4000000000002659E+000                 -4.7930743404995413E+000                  6.3353349189818697E+000                 -9.1658941720181808E-001                  1.3075536091371589E+001                  2.9476479056142150E-002                  1.1452235135837730E-002                  9.5907128580802015E-001 
                                      29                  1.4000000000002659E+000                 -4.7930743459055396E+000                  6.3367046536844773E+000                 -9.0648939141527540E-001                  1.3086879753025205E+001                  2.9476479006467052E-002                  1.1452235189974231E-002                  9.5907128580355872E-001 
                                      30                  1.4000000000002659E+000                 -4.7930743511872658E+000                  6.3380665933444593E+000                 -8.9668081111445752E-001                  1.3097934648095608E+001                  2.9476478957189189E-002                  1.1452235243677817E-002                  9.5907128579913303E-001 
                                      31                  1.4000000000002659E+000                 -4.7930743563510418E+000                  6.3400953339329913E+000                 -8.8248248881619018E-001                  1.3114006628956933E+001                  2.9476478883865693E-002                  1.1452235323586619E-002                  9.5907128579254763E-001 
                                      32                  1.4000000000002659E+000                 -4.7930743663464153E+000                  6.3427662725088902E+000                 -8.6443251484555061E-001                  1.3134550604545746E+001                  2.9476478787674246E-002                  1.1452235428417173E-002                  9.5907128578390854E-001 
                                      33                  1.4000000000002659E+000                 -4.7930743759348804E+000                  6.3447470982166037E+000                 -8.5146929955488926E-001                  1.3149381495789896E+001                  2.9476478716522900E-002                  1.1452235505958742E-002                  9.5907128577751832E-001 
                                      34                  1.4000000000002659E+000                 -4.7930743806231897E+000                  6.3467506690126605E+000                 -8.3873780603787929E-001                  1.3164017867804493E+001                  2.9476478644472458E-002                  1.1452235584480153E-002                  9.5907128577104739E-001 
                                      35                  1.4000000000002659E+000                 -4.7930743899453709E+000                  6.3494005191143996E+000                 -8.2235545750108696E-001                  1.3182939294253860E+001                  2.9476478549242180E-002                  1.1452235688263215E-002                  9.5907128576249456E-001 
                                      36                  1.4000000000002659E+000                 -4.7930743989224522E+000                  6.3520047471109908E+000                 -8.0674021842102972E-001                  1.3201070651828420E+001                  2.9476478455556461E-002                  1.1452235790363004E-002                  9.5907128575408052E-001 
                                      37                  1.4000000000002659E+000                 -4.7930744075824947E+000                  6.3545625187694963E+000                 -7.9182489496537745E-001                  1.3218475283520258E+001                  2.9476478363364245E-002                  1.1452235890835150E-002                  9.5907128574580058E-001 
                                      38                  1.4000000000002659E+000                 -4.7930744159501684E+000                  6.3570734118857235E+000                 -7.7755044374240811E-001                  1.3235209207323475E+001                  2.9476478272613668E-002                  1.1452235989736187E-002                  9.5907128573765010E-001 
